"TaxId","Project_Id","Project_Acc","Sort_By_ProjectType","Sort_By_DataType","Sort_By_Organism","Project_Subtype","Project_Target_Scope","Registration_Date","Project_Name","Project_Title","Project_Description","Organism_Name","Organism_Strain","Organism_Label","Sequencing_Status","Submitter_Organization"
419947,329548,"PRJNA329548",204511,113071,207503,,"Monoisolate","2017/01/06 00:00","Mycobacterium tuberculosis H37Ra","Mycobacterium tuberculosis H37Ra genome sequencing and assembly","The goal of this study is to provide a high quality assembly for this model organism. H37Ra is the avirulent counterpart of H37Rv, which is the primary reference strain for Mycobacterium tuberculosis. The difference between these two strains has been extensively studied for the mechanisms of virulence in the pathogen.","Mycobacterium tuberculosis H37Ra","H37Ra",,"Complete","San Diego State University"
0,439018,"PRJNA439018",111759,145302,351170,,"Multispecies","2018/03/19 00:00",,"Mycobacterium bovis isolated from non-bovine species","Characterization of genomic information of Mycobacterium bovis isolated from llama",,,,"Scaffolds","Universidade de Sao Paulo"
1773,379898,"PRJNA379898",161731,182175,206681,,"Multiisolate","2017/03/27 00:00","Mycobacterium tuberculosis","Mycobacterium tuberculosis Genome sequencing and assembly","Complete genome sequence of Mycobacterium tuberculosis from ethnic Koreans living in China.","Mycobacterium tuberculosis",,,"Complete","Seoul National University"
1773,269967,"PRJNA269967",256780,266011,206834,,"Monoisolate","2015/03/17 00:00","Mycobacterium tuberculosis strain:Beijing-like","Comparative Genomics of Mycobacterium tuberculosis Beijing-like Colombian isolates","Identification of diagnostic/therapeutic targets of Colombian Mycobacterium tuberculosis Beijing-like isolates","Mycobacterium tuberculosis","Beijing-like","Beijing-like","Complete","Universidad Nacional de Colombia - Sede Bogota"
0,438992,"PRJNA438992",111784,145322,351175,,"Multispecies","2018/03/19 00:00",,"Mycobacterium bovis isolated from non-bovine species","Characterization of genomic information among different strains of Mycobacterium bovis isolated from non-bovine mammalian species",,,,"Scaffolds","Universidade de Sao Paulo"
0,407834,"PRJNA407834",137900,162775,357035,,"Multispecies","2017/09/18 00:00",,"A multiple genome analysis of Mycobacterium tuberculosis reveals specific novel genes and mutations associated with pyrazinamide resistance","We genotyped and sequenced the complete genomes of 68 M. tuberculosisstrains isolated from unrelated TB patients in Peru. No clustering pattern of the strainswas verified based on spoligotyping. We analyzed the association between PZAresistance with non-synonymous mutations mutations and specific genes.",,,,"Complete","Universidad Peruana Cayetano Heredia"
1773,422870,"PRJNA422870",124997,154635,206633,,"Multiisolate","2018/01/17 00:00","Mycobacterium tuberculosis","Annotated Genome Sequences of Lineage 4 Mycobacterium tuberculosis Isolates from Guatemala","Genome sequence data of Guatemalan isolates of Mycobacterium tuberculosis to identify endemic strains in Guatemala City","Mycobacterium tuberculosis",,,"Complete","Duke University"
1773,395787,"PRJNA395787",148519,171386,206657,,"Monoisolate","2018/03/16 00:00","Mycobacterium tuberculosis strain:WC059","Mycobacterium tuberculosis strain:WC059 Genome sequencing","This is a de novo assembled genome of a multidrug-resistant Mycobacterium tuberculosis (MDR-TB) clinical isolate retrieved from a patient before initiation of anti-TB therapy. Subsequent MDR-TB clinical isolate four months after initiation of anti-TB therapy showed that the strain has improved in vitro growth fitness with elevated resistance towards rifabutin, isoniazid and ethambutol.","Mycobacterium tuberculosis","WC059",,"Complete","University of Hong Kong"
1773,395786,"PRJNA395786",148520,171387,206658,,"Monoisolate","2018/03/16 00:00","Mycobacterium tuberculosis strain:WC078","Mycobacterium tuberculosis strain:WC078 Genome sequencing","This is a de novo assembled genome of a multi-drug resistant Mycobacterium tuberculosis (MDR-TB) clinical isolate retrieved from a patient four months after initiation of anti-TB treatment. This strain exhibited improved growth fitness and 4- to 16-fold elevation in rifabutin, isoniazid and ethambutol resistance when compared to its parent strain.","Mycobacterium tuberculosis","WC078",,"Complete","University of Hong Kong"
1773,476697,"PRJNA476697",78910,80444,206597,,"Monoisolate","2018/06/26 00:00","Mycobacterium tuberculosis strain:RUS_B0","Mycobacterium tuberculosis strain:RUS_B0 Genome sequencing","Whole genome sequencing of the Mycobacterium tuberculosis Beijing B0 strain from Russia.","Mycobacterium tuberculosis","RUS_B0",,"Complete","Federal Research and Clinical Center of Physical-Chemical Medicine of FMBA"
1773,369711,"PRJNA369711",169848,187901,206687,,"Multiisolate","2018/07/03 00:00","Mycobacterium tuberculosis","Mycobacterium tuberculosis Genome sequencing","Comparative genomics between hypervirulent and hypovirulent strains of Mycobacterium tuberculosis.","Mycobacterium tuberculosis",,,"Complete","The Hong Kong Polytechnic University"
1773,453104,"PRJNA453104",98962,138672,206605,,"Monoisolate","2018/07/09 00:00","Mycobacterium tuberculosis strain:TBMENG-03 | isolate:TBMENG-03","Mycobacterium tuberculosis strain:TBMENG-03 | isolate:TBMENG-03 Genome sequencing","To study the genetic variations between bacilli causing Tuberculous meningitis &amp",,"Mycobacterium tuberculosis","TBMENG-03",,"Complete"
1097669,74573,"PRJEA74573",372413,375951,209223,,"Monoisolate","2012/02/24 00:00","Mycobacterium tuberculosis UT205","Mycobacterium tuberculosis UT205 Genome sequencing",,"Mycobacterium tuberculosis UT205","UT205",,"Chromosome(s)","CNSG, CCITB"
1452723,236012,"PRJNA236012",286573,292895,207091,,"Monoisolate","2015/02/10 00:00","Mycobacterium tuberculosis 18b","Mycobacterium tuberculosis 18b Genome sequencing","Mycobacterium tuberculosis 18b, a streptomycin (STR)-dependent mutant that enters a viable but nonreplicating state in the absence of STR, has been developed as a simple model for drug testing against dormant bacilli.","Mycobacterium tuberculosis 18b","18b",,"Chromosome(s)","EPFL"
1315977,196391,"PRJNA196391",314605,319228,208318,,"Multiisolate","2017/06/12 00:00","Mycobacterium tuberculosis PR08","Mycobacterium tuberculosis PR08 Genome sequencing","Whole genome sequence of Mycobacterium tuberculosis.","Mycobacterium tuberculosis PR08","PR08",,"Chromosome(s)","Universiti Teknologi MARA"
1334055,203167,"PRJNA203167",311782,316623,209111,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS9","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS9","TRS9",9,"Chromosome(s)","Vanderbilt University"
1334076,203188,"PRJNA203188",311761,316602,207082,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB35","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB35","1821ADB35",35,"Chromosome(s)","Vanderbilt University"
1334077,203189,"PRJNA203189",311760,316601,207083,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB36","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB36","1821ADB36",36,"Chromosome(s)","Vanderbilt University"
1334078,203190,"PRJNA203190",311759,316600,207084,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB37","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB37","1821ADB37",37,"Chromosome(s)","Vanderbilt University"
1334079,203191,"PRJNA203191",311758,316599,207085,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB38","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB38","1821ADB38",38,"Chromosome(s)","Vanderbilt University"
1334080,203192,"PRJNA203192",311757,316598,207086,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB40","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB40","1821ADB40",40,"Chromosome(s)","Vanderbilt University"
1334081,203193,"PRJNA203193",311756,316597,207087,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB41","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB41","1821ADB41",41,"Chromosome(s)","Vanderbilt University"
1334082,203194,"PRJNA203194",311755,316596,207088,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB42","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB42","1821ADB42",42,"Chromosome(s)","Vanderbilt University"
1334083,203195,"PRJNA203195",311754,316595,207089,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB44","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB44","1821ADB44",44,"Chromosome(s)","Vanderbilt University"
1334084,203196,"PRJNA203196",311753,316594,207090,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis 1821ADB45","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis 1821ADB45","1821ADB45",45,"Chromosome(s)","Vanderbilt University"
1334047,203159,"PRJNA203159",311790,316631,209083,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS1","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS1","TRS1",1,"Chromosome(s)","Vanderbilt University"
1334062,203174,"PRJNA203174",311775,316616,209090,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS16","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS16","TRS16",16,"Chromosome(s)","Vanderbilt University"
1334063,203175,"PRJNA203175",311774,316615,209091,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS17","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS17","TRS17",17,"Chromosome(s)","Vanderbilt University"
1334066,203178,"PRJNA203178",311771,316612,209095,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS20","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS20","TRS20",20,"Chromosome(s)","Vanderbilt University"
1334059,203171,"PRJNA203171",311778,316619,209087,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS13","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS13","TRS13",13,"Chromosome(s)","Vanderbilt University"
1334067,203179,"PRJNA203179",311770,316611,209096,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS21","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS21","TRS21",21,"Chromosome(s)","Vanderbilt University"
1334065,203177,"PRJNA203177",311772,316613,209093,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS19","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS19","TRS19",19,"Chromosome(s)","Vanderbilt University"
1334053,203165,"PRJNA203165",311784,316625,209109,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS7","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS7","TRS7",7,"Chromosome(s)","Vanderbilt University"
1334051,203163,"PRJNA203163",311786,316627,209107,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS5","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS5","TRS5",5,"Chromosome(s)","Vanderbilt University"
1334069,203181,"PRJNA203181",311768,316609,209098,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS23","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS23","TRS23",23,"Chromosome(s)","Vanderbilt University"
1334060,203172,"PRJNA203172",311777,316618,209088,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS14","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS14","TRS14",14,"Chromosome(s)","Vanderbilt University"
1334058,203170,"PRJNA203170",311779,316620,209086,,"Monoisolate","2017/02/13 00:00","Mycobacterium tuberculosis TRS12","Mutations Associated with Fluoroquinolone Resistance","Mutations in Drug Efflux Pump Genes Associated with Fluoroquinolone Resistance","Mycobacterium tuberculosis TRS12","TRS12",12,"Chromosome(s)","Vanderbilt University"
